year,month,day,hour,minute,second,freq_MHz,utc_hr
2017,8,20,17,14,23.5,9999999.9979,17.23986111
2017,8,20,17,14,35.4,10000000.0009,17.24316667
2017,8,20,17,14,47.3,10000000.0024,17.24647222
2017,8,20,17,14,59.2,9999999.9957,17.24977778
2017,8,20,17,15,11.1,9999999.9954,17.25308333
2017,8,20,17,15,23,10000000.0018,17.25638889
2017,8,20,17,15,34.8,10000000.0023,17.25966667
2017,8,20,17,15,46.7,9999999.9957,17.26297222
2017,8,20,17,15,58.6,9999999.9948,17.26627778
2017,8,20,17,16,10.5,9999999.9955,17.26958333
2017,8,20,17,16,22.4,9999999.9974,17.27288889
2017,8,20,17,16,34.3,9999999.9999,17.27619444
2017,8,20,17,16,46.2,9999999.9992,17.2795
2017,8,20,17,16,58.1,9999999.9953,17.28280556
2017,8,20,17,17,10,9999999.9974,17.28611111
2017,8,20,17,17,21.8,10000000.0039,17.28938889
2017,8,20,17,17,33.7,10000000.0032,17.29269444
2017,8,20,17,17,45.6,10000000.0034,17.296
2017,8,20,17,17,57.5,10000000.0066,17.29930556
2017,8,20,17,18,9.4,10000000.0087,17.30261111
2017,8,20,17,18,21.3,10000000.0040,17.30591667
2017,8,20,17,18,33.2,10000000.0082,17.30922222
2017,8,20,17,18,45.1,10000000.0021,17.31252778
2017,8,20,17,18,57,9999999.9899,17.31583333
2017,8,20,17,19,8.8,9999999.9907,17.31911111
2017,8,20,17,19,20.7,9999999.9975,17.32241667
2017,8,20,17,19,32.6,9999999.9975,17.32572222
2017,8,20,17,19,44.5,9999999.9966,17.32902778
2017,8,20,17,19,56.4,10000000.0044,17.33233333
2017,8,20,17,20,8.3,10000000.0109,17.33563889
2017,8,20,17,20,20.2,9999999.9930,17.33894444
2017,8,20,17,20,32.1,10000000.0049,17.34225
2017,8,20,17,20,43.9,10000000.0209,17.34552778
2017,8,20,17,20,55.8,9999999.9986,17.34883333
2017,8,20,17,21,7.7,9999999.9915,17.35213889
2017,8,20,17,21,19.6,10000000.0026,17.35544444
2017,8,20,17,21,31.5,10000000.0073,17.35875
2017,8,20,17,21,43.4,10000000.0039,17.36205556
2017,8,20,17,21,55.3,10000000.0044,17.36536111
2017,8,20,17,22,7.2,10000000.0039,17.36866667
2017,8,20,17,22,19.1,10000000.0039,17.37197222
2017,8,20,17,22,30.9,10000000.0087,17.37525
2017,8,20,17,22,42.8,10000000.0097,17.37855556
2017,8,20,17,22,55,10000000.0052,17.38194444
2017,8,20,17,23,6.9,10000000.0056,17.38525
2017,8,20,17,23,18.8,10000000.0083,17.38855556
2017,8,20,17,23,30.7,10000000.0062,17.39186111
2017,8,20,17,23,42.3,10000000.0096,17.39508333
2017,8,20,17,23,54.2,10000000.0060,17.39838889
2017,8,20,17,24,6.1,10000000.0062,17.40169444
2017,8,20,17,24,17.9,10000000.0070,17.40497222
2017,8,20,17,24,29.8,10000000.0054,17.40827778
2017,8,20,17,24,41.7,10000000.0045,17.41158333
2017,8,20,17,24,53.6,10000000.0029,17.41488889
2017,8,20,17,25,5.5,10000000.0074,17.41819444
2017,8,20,17,25,17.4,10000000.0011,17.4215
2017,8,20,17,25,29.3,9999999.9948,17.42480556
2017,8,20,17,25,41.2,9999999.9994,17.42811111
2017,8,20,17,25,53.1,9999999.9907,17.43141667
2017,8,20,17,26,4.9,9999999.9940,17.43469444
2017,8,20,17,26,16.8,9999999.9945,17.438
2017,8,20,17,26,28.7,9999999.9962,17.44130556
2017,8,20,17,26,40.6,9999999.9989,17.44461111
2017,8,20,17,26,52.5,9999999.9991,17.44791667
2017,8,20,17,27,4.4,9999999.9956,17.45122222
2017,8,20,17,27,16.3,9999999.9995,17.45452778
2017,8,20,17,27,28.2,10000000.0009,17.45783333
2017,8,20,17,27,40.1,10000000.0014,17.46113889
2017,8,20,17,27,51.9,10000000.0012,17.46441667
2017,8,20,17,28,3.8,9999999.9994,17.46772222
2017,8,20,17,28,15.7,9999999.9984,17.47102778
2017,8,20,17,28,27.6,9999999.9999,17.47433333
2017,8,20,17,28,39.5,10000000.0009,17.47763889
2017,8,20,17,28,51.4,10000000.0006,17.48094444
2017,8,20,17,29,3.3,9999999.9995,17.48425
2017,8,20,17,29,15.2,9999999.9983,17.48755556
2017,8,20,17,29,27,9999999.9998,17.49083333
2017,8,20,17,29,38.9,9999999.9999,17.49413889
2017,8,20,17,29,50.8,9999999.9984,17.49744444
2017,8,20,17,30,2.7,9999999.9975,17.50075
2017,8,20,17,30,14.6,9999999.9990,17.50405556
2017,8,20,17,30,26.5,9999999.9999,17.50736111
2017,8,20,17,30,38.4,10000000.0024,17.51066667
2017,8,20,17,30,50.3,10000000.0009,17.51397222
2017,8,20,17,31,2.2,9999999.9963,17.51727778
2017,8,20,17,31,14,9999999.9929,17.52055556
2017,8,20,17,31,25.9,9999999.9892,17.52386111
2017,8,20,17,31,37.8,10000000.0009,17.52716667
2017,8,20,17,31,49.7,9999999.9904,17.53047222
2017,8,20,17,32,1.6,10000000.0012,17.53377778
2017,8,20,17,32,13.5,9999999.9640,17.53708333
2017,8,20,17,32,25.4,9999999.9688,17.54038889
2017,8,20,17,32,37.3,9999999.9656,17.54369444
2017,8,20,17,32,49.2,9999999.9472,17.547
2017,8,20,17,33,1,10000000.0058,17.55027778
2017,8,20,17,33,12.9,10000000.0078,17.55358333
2017,8,20,17,33,24.8,10000000.0094,17.55688889
2017,8,20,17,33,36.7,10000000.0090,17.56019444
2017,8,20,17,33,48.6,10000000.0074,17.5635
2017,8,20,17,34,0.5,10000000.0050,17.56680556
2017,8,20,17,34,12.4,10000000.0064,17.57011111
2017,8,20,17,34,24.3,10000000.0115,17.57341667
2017,8,20,17,34,36.2,10000000.0057,17.57672222
2017,8,20,17,34,48,10000000.0003,17.58
2017,8,20,17,34,59.9,10000000.0138,17.58330556
2017,8,20,17,35,11.8,10000000.0137,17.58661111
2017,8,20,17,35,23.7,10000000.0046,17.58991667
2017,8,20,17,35,35.6,10000000.0010,17.59322222
2017,8,20,17,35,47.5,10000000.0012,17.59652778
2017,8,20,17,35,59.4,10000000.0010,17.59983333
2017,8,20,17,36,11.3,10000000.0009,17.60313889
2017,8,20,17,36,23.2,10000000.0028,17.60644444
2017,8,20,17,36,35,9999999.9966,17.60972222
2017,8,20,17,36,46.9,9999999.9973,17.61302778
2017,8,20,17,36,58.8,9999999.9958,17.61633333
2017,8,20,17,37,10.7,10000000.0018,17.61963889
2017,8,20,17,37,22.6,10000000.0027,17.62294444
2017,8,20,17,37,34.5,10000000.0000,17.62625
2017,8,20,17,37,46.4,9999999.9973,17.62955556
2017,8,20,17,37,58.3,9999999.9830,17.63286111
2017,8,20,17,38,10.1,9999999.9503,17.63613889
2017,8,20,17,38,22,9999999.9866,17.63944444
2017,8,20,17,38,33.9,10000000.0033,17.64275
2017,8,20,17,38,45.8,9999999.9988,17.64605556
2017,8,20,17,38,57.7,10000000.0030,17.64936111
2017,8,20,17,39,9.6,9999999.9982,17.65266667
2017,8,20,17,39,21.5,9999999.9976,17.65597222
2017,8,20,17,39,33.4,9999999.9994,17.65927778
2017,8,20,17,39,45.3,9999999.9938,17.66258333
2017,8,20,17,39,57.1,9999999.9950,17.66586111
2017,8,20,17,40,9,9999999.9919,17.66916667
2017,8,20,17,40,20.9,9999999.9944,17.67247222
2017,8,20,17,40,32.8,9999999.9979,17.67577778
2017,8,20,17,40,44.7,9999999.9977,17.67908333
2017,8,20,17,40,56.6,9999999.9913,17.68238889
2017,8,20,17,41,8.5,9999999.9949,17.68569444
2017,8,20,17,41,20.4,10000000.0020,17.689
2017,8,20,17,41,32.3,10000000.0026,17.69230556
2017,8,20,17,41,44.1,10000000.0022,17.69558333
2017,8,20,17,41,56,10000000.0025,17.69888889
2017,8,20,17,42,7.9,9999999.9982,17.70219444
2017,8,20,17,42,19.8,9999999.9996,17.7055
2017,8,20,17,42,31.7,10000000.0039,17.70880556
2017,8,20,17,42,43.6,10000000.0058,17.71211111
2017,8,20,17,42,55.5,10000000.0044,17.71541667
2017,8,20,17,43,7.4,10000000.0109,17.71872222
2017,8,20,17,43,19.3,9999999.9886,17.72202778
2017,8,20,17,43,31.1,9999999.9688,17.72530556
2017,8,20,17,43,43,10000000.0215,17.72861111
2017,8,20,17,43,54.9,10000000.0092,17.73191667
2017,8,20,17,44,6.8,10000000.0064,17.73522222
2017,8,20,17,44,18.7,10000000.0100,17.73852778
2017,8,20,17,44,30.6,10000000.0044,17.74183333
2017,8,20,17,44,42.5,9999999.9834,17.74513889
2017,8,20,17,44,54.4,9999999.9896,17.74844444
2017,8,20,17,45,6.2,10000000.0002,17.75172222
2017,8,20,17,45,18.1,10000000.0070,17.75502778
2017,8,20,17,45,30,10000000.0142,17.75833333
2017,8,20,17,45,41.9,10000000.0083,17.76163889
2017,8,20,17,45,53.8,10000000.0074,17.76494444
2017,8,20,17,46,5.7,10000000.0075,17.76825
2017,8,20,17,46,17.6,10000000.0213,17.77155556
2017,8,20,17,46,29.5,10000000.0250,17.77486111
2017,8,20,17,46,41.4,10000000.0246,17.77816667
2017,8,20,17,46,53.2,10000000.0084,17.78144444
2017,8,20,17,47,5.1,9999999.9954,17.78475
2017,8,20,17,47,17,10000000.0233,17.78805556
2017,8,20,17,47,28.9,10000000.0005,17.79136111
2017,8,20,17,47,40.8,9999999.9973,17.79466667
2017,8,20,17,47,52.7,10000000.0059,17.79797222
2017,8,20,17,48,4.6,10000000.0223,17.80127778
2017,8,20,17,48,16.5,10000000.0326,17.80458333
2017,8,20,17,48,28.4,9999999.9692,17.80788889
2017,8,20,17,48,40.2,9999999.9690,17.81116667
2017,8,20,17,48,52.1,10000000.0052,17.81447222
2017,8,20,17,49,4,10000000.0115,17.81777778
2017,8,20,17,49,15.9,10000000.0253,17.82108333
2017,8,20,17,49,27.8,10000000.0094,17.82438889
2017,8,20,17,49,39.7,9999999.9996,17.82769444
2017,8,20,17,49,51.6,9999999.9963,17.831
2017,8,20,17,50,3.5,10000000.0000,17.83430556
2017,8,20,17,50,15.4,9999999.9990,17.83761111
2017,8,20,17,50,27.2,9999999.9890,17.84088889
2017,8,20,17,50,39.1,9999999.9973,17.84419444
2017,8,20,17,50,51,9999999.9986,17.8475
2017,8,20,17,51,2.9,10000000.0001,17.85080556
2017,8,20,17,51,14.8,10000000.0002,17.85411111
2017,8,20,17,51,26.7,10000000.0007,17.85741667
2017,8,20,17,51,38.6,9999999.9913,17.86072222
2017,8,20,17,51,50.5,9999999.9918,17.86402778
2017,8,20,17,52,2.4,10000000.0040,17.86733333
2017,8,20,17,52,14.2,9999999.9998,17.87061111
2017,8,20,17,52,26.1,10000000.0005,17.87391667
2017,8,20,17,52,38,9999999.9979,17.87722222
2017,8,20,17,52,49.9,10000000.0023,17.88052778
2017,8,20,17,53,1.8,10000000.0012,17.88383333
2017,8,20,17,53,13.7,10000000.0007,17.88713889
2017,8,20,17,53,25.6,10000000.0130,17.89044444
2017,8,20,17,53,37.5,10000000.0040,17.89375
2017,8,20,17,53,49.4,9999999.9860,17.89705556
2017,8,20,17,54,1.3,10000000.0012,17.90036111
2017,8,20,17,54,13.1,10000000.0015,17.90363889
2017,8,20,17,54,25,9999999.9885,17.90694444
2017,8,20,17,54,36.9,9999999.9791,17.91025
2017,8,20,17,54,48.8,9999999.9888,17.91355556
2017,8,20,17,55,0.7,9999999.9999,17.91686111
2017,8,20,17,55,12.6,9999999.9904,17.92016667
2017,8,20,17,55,24.5,9999999.9666,17.92347222
2017,8,20,17,55,36.3,10000000.0021,17.92675
2017,8,20,17,55,48.2,9999999.9904,17.93005556
2017,8,20,17,56,0.1,9999999.9835,17.93336111
2017,8,20,17,56,12,9999999.9638,17.93666667
2017,8,20,17,56,23.9,9999999.9651,17.93997222
2017,8,20,17,56,35.8,9999999.9999,17.94327778
2017,8,20,17,56,47.7,10000000.0021,17.94658333
2017,8,20,17,56,59.6,10000000.0227,17.94988889
2017,8,20,17,57,11.5,10000000.0245,17.95319444
2017,8,20,17,57,23.3,9999999.9992,17.95647222
2017,8,20,17,57,35.2,10000000.0056,17.95977778
2017,8,20,17,57,47.1,10000000.0047,17.96308333
2017,8,20,17,57,59,10000000.0008,17.96638889
2017,8,20,17,58,10.9,9999999.9633,17.96969444
2017,8,20,17,58,22.8,9999999.9859,17.973
2017,8,20,17,58,34.7,9999999.9999,17.97630556
2017,8,20,17,58,46.6,9999999.9914,17.97961111
2017,8,20,17,58,58.5,9999999.9811,17.98291667
2017,8,20,17,59,10.3,10000000.0284,17.98619444
2017,8,20,17,59,22.2,10000000.0123,17.9895
2017,8,20,17,59,34.1,10000000.0091,17.99280556
2017,8,20,17,59,46,10000000.0357,17.99611111
2017,8,20,17,59,57.9,10000000.0232,17.99941667
2017,8,20,18,0,9.8,10000000.0059,18.00272222
2017,8,20,18,0,21.7,9999999.9912,18.00602778
2017,8,20,18,0,33.6,10000000.0032,18.00933333
2017,8,20,18,0,45.5,10000000.0332,18.01263889
2017,8,20,18,0,57.3,10000000.0443,18.01591667
2017,8,20,18,1,9.2,10000000.0453,18.01922222
2017,8,20,18,1,21.1,10000000.0045,18.02252778
2017,8,20,18,1,33,10000000.0029,18.02583333
2017,8,20,18,1,44.9,9999999.9991,18.02913889
2017,8,20,18,1,56.8,10000000.0060,18.03244444
2017,8,20,18,2,8.7,9999999.9868,18.03575
2017,8,20,18,2,20.6,9999999.9900,18.03905556
2017,8,20,18,2,32.4,10000000.0026,18.04233333
2017,8,20,18,2,44.3,10000000.0048,18.04563889
2017,8,20,18,2,56.2,10000000.0014,18.04894444
2017,8,20,18,3,8.1,10000000.0045,18.05225
2017,8,20,18,3,20,10000000.0080,18.05555556
2017,8,20,18,3,31.9,10000000.0009,18.05886111
2017,8,20,18,3,43.8,9999999.9990,18.06216667
2017,8,20,18,3,55.7,10000000.0260,18.06547222
2017,8,20,18,4,7.6,10000000.0237,18.06877778
2017,8,20,18,4,19.4,10000000.0070,18.07205556
2017,8,20,18,4,31.3,9999999.9681,18.07536111
2017,8,20,18,4,43.2,10000000.0072,18.07866667
2017,8,20,18,4,55.1,9999999.9611,18.08197222
2017,8,20,18,5,7,9999999.9417,18.08527778
2017,8,20,18,5,18.9,10000000.0091,18.08858333
2017,8,20,18,5,30.8,9999999.9891,18.09188889
2017,8,20,18,5,42.7,9999999.9959,18.09519444
2017,8,20,18,5,54.6,10000000.0040,18.0985
2017,8,20,18,6,6.4,10000000.0077,18.10177778
2017,8,20,18,6,18.3,10000000.0073,18.10508333
2017,8,20,18,6,30.2,9999999.9993,18.10838889
2017,8,20,18,6,42.1,10000000.0023,18.11169444
2017,8,20,18,6,54,10000000.0019,18.115
2017,8,20,18,7,5.9,9999999.9886,18.11830556
2017,8,20,18,7,17.8,10000000.0034,18.12161111
2017,8,20,18,7,29.7,10000000.0042,18.12491667
2017,8,20,18,7,41.6,9999999.9970,18.12822222
2017,8,20,18,7,53.4,9999999.9987,18.1315
2017,8,20,18,8,5.3,9999999.9910,18.13480556
2017,8,20,18,8,17.2,9999999.9906,18.13811111
2017,8,20,18,8,29.1,10000000.0062,18.14141667
2017,8,20,18,8,41,9999999.9903,18.14472222
2017,8,20,18,8,52.9,9999999.9940,18.14802778
2017,8,20,18,9,4.8,10000000.0048,18.15133333
2017,8,20,18,9,16.7,10000000.0192,18.15463889
2017,8,20,18,9,28.5,10000000.0052,18.15791667
2017,8,20,18,9,40.4,9999999.9984,18.16122222
2017,8,20,18,9,52.3,9999999.9894,18.16452778
2017,8,20,18,10,4.2,10000000.0063,18.16783333
2017,8,20,18,10,16.1,10000000.0446,18.17113889
2017,8,20,18,10,28,9999999.9897,18.17444444
2017,8,20,18,10,39.9,9999999.9936,18.17775
2017,8,20,18,10,51.8,9999999.9976,18.18105556
2017,8,20,18,11,3.7,9999999.9990,18.18436111
2017,8,20,18,11,15.5,10000000.0047,18.18763889
2017,8,20,18,11,27.4,10000000.0129,18.19094444
2017,8,20,18,11,39.3,10000000.0007,18.19425
2017,8,20,18,11,51.2,10000000.0031,18.19755556
2017,8,20,18,12,3.1,10000000.0052,18.20086111
2017,8,20,18,12,15,10000000.0032,18.20416667
2017,8,20,18,12,26.9,10000000.0027,18.20747222
2017,8,20,18,12,38.8,9999999.9986,18.21077778
2017,8,20,18,12,50.7,9999999.9959,18.21408333
2017,8,20,18,13,2.5,10000000.0013,18.21736111
2017,8,20,18,13,14.4,9999999.9975,18.22066667
2017,8,20,18,13,26.3,9999999.9977,18.22397222
2017,8,20,18,13,38.2,9999999.9993,18.22727778
2017,8,20,18,13,50.1,9999999.9984,18.23058333
2017,8,20,18,14,2,9999999.9987,18.23388889
2017,8,20,18,14,13.9,9999999.9954,18.23719444
2017,8,20,18,14,25.8,9999999.9951,18.2405
2017,8,20,18,14,37.7,9999999.9894,18.24380556
2017,8,20,18,14,49.5,9999999.9998,18.24708333
2017,8,20,18,15,1.4,10000000.0072,18.25038889
2017,8,20,18,15,13.3,10000000.0060,18.25369444
2017,8,20,18,15,25.2,9999999.9978,18.257
2017,8,20,18,15,37.1,10000000.0011,18.26030556
2017,8,20,18,15,49,9999999.9994,18.26361111
2017,8,20,18,16,0.9,9999999.9958,18.26691667
2017,8,20,18,16,12.8,9999999.9990,18.27022222
2017,8,20,18,16,24.6,10000000.0004,18.2735
2017,8,20,18,16,36.5,9999999.9990,18.27680556
2017,8,20,18,16,48.4,9999999.9993,18.28011111
2017,8,20,18,17,0.3,10000000.0050,18.28341667
2017,8,20,18,17,12.2,10000000.0031,18.28672222
2017,8,20,18,17,24.1,10000000.0063,18.29002778
2017,8,20,18,17,36,10000000.0081,18.29333333
2017,8,20,18,17,47.9,10000000.0056,18.29663889
2017,8,20,18,17,59.8,10000000.0018,18.29994444
2017,8,20,18,18,11.6,9999999.9183,18.30322222
2017,8,20,18,18,23.5,9999999.9245,18.30652778
2017,8,20,18,18,35.4,9999999.9851,18.30983333
2017,8,20,18,18,47.3,9999999.9494,18.31313889
2017,8,20,18,18,59.2,9999999.9561,18.31644444
2017,8,20,18,19,11.1,10000000.0102,18.31975
2017,8,20,18,19,23,10000000.0002,18.32305556
2017,8,20,18,19,34.9,10000000.0017,18.32636111
2017,8,20,18,19,46.8,10000000.0056,18.32966667
2017,8,20,18,19,58.6,10000000.0053,18.33294444
2017,8,20,18,20,10.5,9999999.9990,18.33625
2017,8,20,18,20,22.4,9999999.9907,18.33955556
2017,8,20,18,20,34.3,9999999.9982,18.34286111
2017,8,20,18,20,46.2,9999999.9990,18.34616667
2017,8,20,18,20,58.1,9999999.9992,18.34947222
2017,8,20,18,21,10,10000000.0068,18.35277778
2017,8,20,18,21,21.9,10000000.0070,18.35608333
2017,8,20,18,21,33.8,10000000.0159,18.35938889
2017,8,20,18,21,45.6,10000000.0061,18.36266667
2017,8,20,18,21,57.5,10000000.0006,18.36597222
2017,8,20,18,22,9.4,9999999.9976,18.36927778
2017,8,20,18,22,21.3,9999999.9990,18.37258333
2017,8,20,18,22,33.2,10000000.0050,18.37588889
2017,8,20,18,22,45.1,9999999.9897,18.37919444
2017,8,20,18,22,57,9999999.9914,18.3825
2017,8,20,18,23,8.9,10000000.0012,18.38580556
2017,8,20,18,23,20.8,10000000.0001,18.38911111
2017,8,20,18,23,32.7,10000000.0020,18.39241667
2017,8,20,18,23,44.6,10000000.0011,18.39572222
2017,8,20,18,23,56.5,10000000.0033,18.39902778
2017,8,20,18,24,8.3,10000000.0009,18.40230556
2017,8,20,18,24,20.2,9999999.9884,18.40561111
2017,8,20,18,24,32.1,10000000.0049,18.40891667
2017,8,20,18,24,44,10000000.0042,18.41222222
2017,8,20,18,24,55.9,10000000.0055,18.41552778
2017,8,20,18,25,7.7,10000000.0057,18.41880556
2017,8,20,18,25,19.6,9999999.9960,18.42211111
2017,8,20,18,25,31.5,9999999.9926,18.42541667
2017,8,20,18,25,43.4,10000000.0008,18.42872222
2017,8,20,18,25,55.3,10000000.0015,18.43202778
2017,8,20,18,26,7.2,9999999.9969,18.43533333
2017,8,20,18,26,19.1,9999999.9955,18.43863889
2017,8,20,18,26,31,10000000.0037,18.44194444
2017,8,20,18,26,42.9,10000000.0028,18.44525
2017,8,20,18,26,54.7,9999999.9912,18.44852778
2017,8,20,18,27,6.6,10000000.0035,18.45183333
2017,8,20,18,27,18.5,10000000.0064,18.45513889
2017,8,20,18,27,30.4,9999999.9885,18.45844444
2017,8,20,18,27,42.3,9999999.9885,18.46175
2017,8,20,18,27,54.2,9999999.9926,18.46505556
2017,8,20,18,28,6.1,9999999.9972,18.46836111
2017,8,20,18,28,18,9999999.9971,18.47166667
2017,8,20,18,28,29.9,9999999.9992,18.47497222
2017,8,20,18,28,41.7,9999999.9934,18.47825
2017,8,20,18,28,53.6,9999999.9908,18.48155556
2017,8,20,18,29,5.5,10000000.0174,18.48486111
2017,8,20,18,29,17.4,9999999.9827,18.48816667
2017,8,20,18,29,29.3,9999999.9734,18.49147222
2017,8,20,18,29,41.2,10000000.0035,18.49477778
2017,8,20,18,29,53.1,10000000.0019,18.49808333
2017,8,20,18,30,5,9999999.9888,18.50138889
2017,8,20,18,30,16.9,10000000.0007,18.50469444
2017,8,20,18,30,28.7,10000000.0069,18.50797222
2017,8,20,18,30,40.6,10000000.0041,18.51127778
2017,8,20,18,30,52.5,10000000.0013,18.51458333
2017,8,20,18,31,4.4,9999999.9405,18.51788889
2017,8,20,18,31,16.3,10000000.0023,18.52119444
2017,8,20,18,31,28.2,10000000.0045,18.5245
2017,8,20,18,31,40.1,10000000.0125,18.52780556
2017,8,20,18,31,52,9999999.9875,18.53111111
2017,8,20,18,32,3.9,9999999.9899,18.53441667
2017,8,20,18,32,15.7,9999999.9874,18.53769444
2017,8,20,18,32,27.6,9999999.9932,18.541
2017,8,20,18,32,39.5,9999999.9881,18.54430556
2017,8,20,18,32,51.4,9999999.9906,18.54761111
2017,8,20,18,33,3.3,9999999.9941,18.55091667
2017,8,20,18,33,15.2,9999999.9942,18.55422222
2017,8,20,18,33,27.1,9999999.9962,18.55752778
2017,8,20,18,33,39,9999999.9896,18.56083333
2017,8,20,18,33,50.9,9999999.9823,18.56413889
2017,8,20,18,34,2.8,9999999.9394,18.56744444
2017,8,20,18,34,14.6,9999999.9898,18.57072222
2017,8,20,18,34,26.5,9999999.9822,18.57402778
2017,8,20,18,34,38.4,9999999.9879,18.57733333
2017,8,20,18,34,50.3,9999999.9829,18.58063889
2017,8,20,18,35,2.2,9999999.9470,18.58394444
2017,8,20,18,35,14.1,9999999.9630,18.58725
2017,8,20,18,35,26,10000000.0210,18.59055556
2017,8,20,18,35,37.8,10000000.0110,18.59383333
2017,8,20,18,35,49.7,10000000.0099,18.59713889
2017,8,20,18,36,1.6,9999999.9668,18.60044444
2017,8,20,18,36,13.5,9999999.9702,18.60375
2017,8,20,18,36,25.4,10000000.0308,18.60705556
2017,8,20,18,36,37.3,10000000.0326,18.61036111
2017,8,20,18,36,49.2,10000000.0290,18.61366667
2017,8,20,18,37,1.1,10000000.0104,18.61697222
2017,8,20,18,37,13,10000000.0091,18.62027778
2017,8,20,18,37,24.8,10000000.0031,18.62355556
2017,8,20,18,37,36.7,10000000.0087,18.62686111
2017,8,20,18,37,48.6,10000000.0220,18.63016667
2017,8,20,18,38,0.5,10000000.0217,18.63347222
2017,8,20,18,38,12.4,10000000.0207,18.63677778
2017,8,20,18,38,24.3,10000000.0216,18.64008333
2017,8,20,18,38,36.2,10000000.0197,18.64338889
2017,8,20,18,38,48.1,10000000.0142,18.64669444
2017,8,20,18,39,0,10000000.0156,18.65
2017,8,20,18,39,11.8,10000000.0068,18.65327778
2017,8,20,18,39,23.7,10000000.0055,18.65658333
2017,8,20,18,39,35.6,10000000.0144,18.65988889
2017,8,20,18,39,47.5,10000000.0110,18.66319444
2017,8,20,18,39,59.4,10000000.0021,18.6665
2017,8,20,18,40,11.3,10000000.0006,18.66980556
2017,8,20,18,40,23.2,10000000.0038,18.67311111
2017,8,20,18,40,35.1,10000000.0005,18.67641667
2017,8,20,18,40,46.9,9999999.9938,18.67969444
2017,8,20,18,40,58.8,9999999.9861,18.683
2017,8,20,18,41,10.7,9999999.9878,18.68630556
2017,8,20,18,41,22.6,9999999.9785,18.68961111
2017,8,20,18,41,34.5,10000000.0077,18.69291667
2017,8,20,18,41,46.4,10000000.0014,18.69622222
2017,8,20,18,41,58.3,9999999.9974,18.69952778
2017,8,20,18,42,10.2,9999999.9996,18.70283333
2017,8,20,18,42,22.1,9999999.9969,18.70613889
2017,8,20,18,42,33.9,9999999.9966,18.70941667
2017,8,20,18,42,45.8,9999999.9997,18.71272222
2017,8,20,18,42,57.7,9999999.9959,18.71602778
2017,8,20,18,43,9.6,9999999.9935,18.71933333
2017,8,20,18,43,21.5,9999999.9967,18.72263889
2017,8,20,18,43,33.4,9999999.9990,18.72594444
2017,8,20,18,43,45.3,9999999.9942,18.72925
2017,8,20,18,43,57.2,9999999.9925,18.73255556
2017,8,20,18,44,9.1,9999999.9938,18.73586111
2017,8,20,18,44,20.9,9999999.9945,18.73913889
2017,8,20,18,44,32.8,9999999.9969,18.74244444
2017,8,20,18,44,44.7,9999999.9970,18.74575
2017,8,20,18,44,56.6,9999999.9902,18.74905556
2017,8,20,18,45,8.5,9999999.9920,18.75236111
2017,8,20,18,45,20.4,9999999.9930,18.75566667
2017,8,20,18,45,32.3,9999999.9950,18.75897222
2017,8,20,18,45,44.2,9999999.9996,18.76227778
2017,8,20,18,45,56.1,9999999.9993,18.76558333
2017,8,20,18,46,7.9,10000000.0007,18.76886111
2017,8,20,18,46,19.8,9999999.9978,18.77216667
2017,8,20,18,46,31.7,9999999.9891,18.77547222
2017,8,20,18,46,43.6,9999999.9885,18.77877778
2017,8,20,18,46,55.5,9999999.9874,18.78208333
2017,8,20,18,47,7.4,9999999.9916,18.78538889
2017,8,20,18,47,19.3,9999999.9944,18.78869444
2017,8,20,18,47,31.2,9999999.9972,18.792
2017,8,20,18,47,43.1,10000000.0000,18.79530556
2017,8,20,18,47,54.9,10000000.0002,18.79858333
2017,8,20,18,48,6.8,10000000.0003,18.80188889
2017,8,20,18,48,18.7,9999999.9998,18.80519444
2017,8,20,18,48,30.6,10000000.0019,18.8085
2017,8,20,18,48,42.5,9999999.9972,18.81180556
2017,8,20,18,48,54.4,9999999.9960,18.81511111
2017,8,20,18,49,6.3,9999999.9952,18.81841667
2017,8,20,18,49,18.2,9999999.9955,18.82172222
2017,8,20,18,49,30,9999999.9964,18.825
2017,8,20,18,49,41.9,9999999.9965,18.82830556
2017,8,20,18,49,53.8,9999999.9990,18.83161111
2017,8,20,18,50,5.7,10000000.0016,18.83491667
2017,8,20,18,50,17.6,10000000.0015,18.83822222
2017,8,20,18,50,29.5,10000000.0041,18.84152778
2017,8,20,18,50,41.4,10000000.0073,18.84483333
2017,8,20,18,50,53.3,9999999.9986,18.84813889
2017,8,20,18,51,5.2,10000000.0017,18.85144444
2017,8,20,18,51,17,10000000.0010,18.85472222
2017,8,20,18,51,28.9,9999999.9946,18.85802778
2017,8,20,18,51,40.8,9999999.9994,18.86133333
2017,8,20,18,51,52.7,10000000.0055,18.86463889
2017,8,20,18,52,4.6,9999999.9262,18.86794444
2017,8,20,18,52,16.5,9999999.9414,18.87125
2017,8,20,18,52,28.4,9999999.9896,18.87455556
2017,8,20,18,52,40.3,10000000.0019,18.87786111
2017,8,20,18,52,52.2,9999999.9996,18.88116667
2017,8,20,18,53,4,9999999.9805,18.88444444
2017,8,20,18,53,15.9,9999999.9699,18.88775
2017,8,20,18,53,27.8,9999999.9666,18.89105556
2017,8,20,18,53,39.7,9999999.9630,18.89436111
2017,8,20,18,53,51.6,9999999.9826,18.89766667
2017,8,20,18,54,3.5,9999999.9847,18.90097222
